bin_no,house_no,street_name,job_no,zip_code,job_start_date,latitude,longitude,subway_count_tenth_mi,subway_count_half_mi,subway_count_one_mi,subway_count_two_five_mi,hist_dist_name,park_count_tenth_mi,park_count_half_mi,park_count_one_mi,park_count_two_five_mi,closest_park,name_closest_park,complaints2014_15,complaints2015_16,complaints2016_17,complaints2017_18,complaints2018_19,complaints2019_20,total_complaints,borough_BROOKLYN,borough_MANHATTAN,borough_QUEENS,borough_STATEN ISLAND,owners_business_type_CORPORATION,owners_business_type_HPD,owners_business_type_INDIVIDUAL,owners_business_type_NYC AGENCY,owners_business_type_NYCHA/HHC,owners_business_type_OTHER,owners_business_type_OTHER GOV'T AGENCY,owners_business_type_PARTNERSHIP,non-profit_Y,in_hist_dist_1
1058657,233,WEST 125TH STREET,121187447,10027,2017-04-04,40.809462,-73.949463,0,13,55,209,none,1,38,106,287,0.0648108386711248,Adam Clayton Powell Jr. Malls,288,295,271,332,289,216,1691,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2129118,1903,WEST FARMS ROAD,220152019,10460,2017-04-03,40.838446,-73.881325,0,10,24,134,none,1,28,72,316,0.0867805390940053,Boone Slope,30,40,45,41,50,78,284,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4614736,41-32,220 PLACE,421360404,11361,2017-04-04,40.763731,-73.761735,0,0,0,0,none,0,4,16,64,0.1489876056661173,Cross Island Parkway,4,3,5,3,3,3,21,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4618561,15-22,MURRAY STREET,421400424,11357,2017-04-04,40.786504,-73.812679,0,0,0,10,none,1,5,14,66,0.0232018141294974,Cross Island Parkway,4,22,13,9,6,16,70,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5169892,446,NETHERLAND AVENUE,520268326,10303,2017-04-04,40.629001,-74.164297,0,0,0,0,none,1,5,14,42,0.0732367166598928,The Big Park,11,14,14,20,8,10,77,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4615120,15-24,MURRAY STREET,421400433,11357,2017-04-04,40.78648,-73.812661,0,0,0,10,none,1,5,14,66,0.0243578961116206,Cross Island Parkway,4,22,13,9,6,16,70,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5850896,564,TOMPKINS AVE,520286823,10305,2019-05-17,40.612372,-74.071152,0,0,3,20,none,0,5,17,67,0.1533568273071865,Kaltenmeier Playground,25,44,33,40,45,45,232,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4296242,162-23,99TH STREET,420658069,11414,2017-04-04,40.654466,-73.832908,0,4,5,28,none,1,1,10,59,0.0635117830061377,Park,6,6,9,3,8,6,38,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2120279,1034,NEILL AVENUE,220470595,10461,2017-04-04,40.852492,-73.85818,0,2,10,98,none,0,3,15,180,0.2407923439153373,Pelham Parkway,30,27,14,15,13,26,125,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2127258,2020,COLDEN AVENUE,220470390,10462,2017-04-04,40.852637,-73.859821,0,1,10,102,none,0,4,18,189,0.2308174820541476,Pelham Parkway,30,24,15,19,16,27,131,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5158681,132,SHARROTTS ROAD,520224855,10309,2017-04-04,40.537353,-74.222473,0,0,0,18,none,0,2,7,37,0.1123840975554605,Bloomingdale Park,20,20,9,19,30,27,125,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2128000,2088,BATHGATE AVENUE,220544070,10457,2017-04-04,40.850676,-73.895006,0,2,32,192,none,2,32,91,335,0.0803570690778214,Bathgate Playground,109,99,127,127,100,85,647,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5166396,448,NETHERLAND AVENUE,520268317,10303,2017-04-04,40.629004,-74.164359,0,0,0,0,none,1,5,14,42,0.0731109055722698,The Big Park,10,10,8,19,7,10,64,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5169004,126,DETROIT AVENUE,520270509,10312,2017-04-05,40.545074,-74.178314,0,3,5,12,none,0,10,20,45,0.1421297097763693,Richmond Parkway,6,9,5,6,8,5,39,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5169005,130,DETROIT AVENUE,520270518,10312,2017-04-05,40.545025,-74.178357,0,3,5,12,none,0,10,19,45,0.1420984103411078,Richmond Parkway,5,7,5,5,7,5,34,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3166903,16,BAY 25TH STREET,320908924,11214,2017-04-05,40.603707,-73.997998,4,11,21,107,none,0,5,16,94,0.2155868505395379,Benson Playground,145,125,92,111,113,62,648,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3116650,154,LENOX ROAD,321190581,11226,2017-04-05,40.653873,-73.954424,0,12,21,151,none,0,7,21,230,0.1208440509661335,Winthrop Playground,128,119,120,99,136,89,691,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3428691,4006,ATLANTIC AVENUE,320959977,11224,2017-04-05,40.574197,-74.006634,0,0,0,45,none,0,2,12,51,0.245490631191801,Coney Island Beach & Boardwalk,8,13,8,18,11,7,65,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4454036,10,ATLANTIC WALK,421422035,11697,2017-04-06,40.556996,-73.916553,0,0,0,0,none,0,0,0,12,1.45297732977783,Marine Park,2,5,0,3,2,2,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3048976,228,SPENCER ST,321381036,11205,2017-04-06,40.691646,-73.954604,0,11,40,264,none,2,27,91,392,0.0084790307480807,Spencer St Block Association,132,93,94,109,76,108,612,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3425717,34,MASPETH AVENUE,321230020,11211,2017-04-06,40.715339,-73.94158,0,10,39,157,none,3,17,55,339,0.0433124309873951,Memorial Gore,62,57,52,82,65,51,369,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5168926,49,DINTREE LANE,520288073,10307,2017-04-06,40.504215,-74.231626,0,0,0,15,none,1,5,6,16,0.0645714391560021,Hybrid Oak Woods Park,3,5,5,0,1,3,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5164405,44,DINTREE LANE,520288199,10307,2017-04-06,40.504274,-74.231177,0,0,0,15,none,1,5,6,16,0.0889126208518886,Hybrid Oak Woods Park,3,5,5,0,1,3,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1089825,121,LEROY STREET,122622956,10014,2017-04-06,40.730326,-74.007851,0,21,117,437,none,1,27,53,231,0.0622610426552514,James J Walker Park,53,84,60,53,58,51,359,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1089826,119,LEROY STREET,122622965,10014,2017-04-06,40.730321,-74.007779,0,22,117,437,none,1,27,53,231,0.0583516760405823,James J Walker Park,53,84,60,53,58,51,359,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1090307,111,LEROY STREET,122622992,10014,2017-04-06,40.730293,-74.00749,0,22,119,438,none,1,29,53,232,0.0425905723534546,James J Walker Park,62,115,73,63,69,61,443,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3425732,54,THROOP AVENUE,321293667,11206,2017-04-07,40.703201,-73.947387,4,16,48,229,none,3,24,100,362,0.0356296820656505,Project Roots,88,121,99,99,83,75,565,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5169015,108,MILTON AVENUE,520286271,10306,2017-04-06,40.56389,-74.104658,0,0,2,16,none,0,2,7,28,0.1682763543488311,Great Kills Park,7,7,4,14,9,7,48,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5169016,110,MILTON AVENUE,520286262,10306,2017-04-06,40.563857,-74.104691,0,0,2,16,none,0,2,7,28,0.166999585381176,Great Kills Park,7,7,4,14,9,7,48,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3422042,1433,EAST 10TH STREET,321426523,11230,2017-04-06,40.614088,-73.964158,0,2,24,118,none,0,6,17,107,0.2240837650404576,Ocean Parkway Malls,33,29,25,30,31,31,179,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4466628,149,OCEANSIDE AVENUE,421410583,11697,2017-04-07,40.557889,-73.917768,0,0,0,0,none,0,0,0,14,1.3985486889032213,Marine Park,2,3,0,1,1,2,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2127737,1072,UNIVERSITY AVENUE,220536454,10452,2017-04-07,40.835124,-73.929994,0,4,57,235,none,0,25,85,391,0.1076534565548507,Park,172,186,201,195,164,170,1088,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5169006,134,DETROIT AVENUE,520284576,10312,2017-04-07,40.544975,-74.178397,0,3,5,12,none,0,10,19,45,0.14222653235784,Richmond Parkway,5,7,5,5,7,5,34,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4596364,84-33,RADNOR ROAD,420653135,11432,2017-05-09,40.719005,-73.784168,0,16,24,55,none,3,5,17,96,0.0394801666488754,Grand Central Parkway,1,1,2,10,4,4,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3422384,1441,EAST 10TH STREET,321426532,11230,2017-04-07,40.613937,-73.96413,0,3,24,118,none,0,6,17,107,0.224071872601192,Ocean Parkway Malls,29,29,23,28,25,31,165,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4617461,56-33,CLOVERDALE BLVD,421305643,11364,2017-04-10,40.75432,-73.753272,0,0,0,0,none,1,5,20,69,0.0948248250595898,Linnaeus Park,5,5,17,6,6,5,44,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5169149,11,ARDSLEY STREET,520291318,10306,2017-04-10,40.572008,-74.131804,0,0,5,18,none,1,4,11,39,0.0231167403944224,Willowbrook Parkway,9,6,5,4,1,2,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4617561,42-24,149 PLACE,421268390,11355,2017-04-11,40.76003,-73.813714,0,0,10,17,none,0,4,20,85,0.1078722631213036,Murray Hill Playground,23,31,19,22,16,21,132,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1089827,117,LEROY STREET,122622974,10014,2017-04-11,40.730312,-74.007707,0,22,118,437,none,1,28,53,231,0.0544032703195592,James J Walker Park,53,84,60,53,58,51,359,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2063927,839,E 226 STREET,220515397,10466,2017-04-11,40.887218,-73.855979,0,7,11,55,none,0,3,12,58,0.1149826250915795,Rienzi Playground,89,68,65,63,52,50,387,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4596181,150-10,99 PLACE,420652350,11417,2017-04-11,40.668885,-73.8351,1,3,12,50,none,0,8,23,90,0.2048647848763577,Centreville Playground,21,7,13,7,13,7,68,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2128323,1434,UNDERCLIFF AVENUE,220152180,10452,2017-04-11,40.844145,-73.925242,0,0,49,217,none,1,27,84,388,0.0297640071140557,Bridge Playground,60,78,90,64,69,64,425,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4044963,112-42,38 AVENUE,421224357,11368,2017-04-12,40.753667,-73.855034,0,6,16,74,none,4,10,26,137,0.0547286526225823,Louis Armstrong Playground,106,108,87,94,87,93,575,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3426517,2926,FULTON STREET,320915630,11207,2017-04-12,40.679256,-73.886785,2,8,34,116,none,0,23,62,231,0.1352036808362399,Sperandeo Brothers Playground,125,154,127,125,84,99,714,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3006423,356,BALTIC STREET,321190812,11201,2017-04-12,40.684461,-73.990885,2,13,87,292,none,1,8,79,330,0.0053797074806097,Boerum Park,161,185,154,148,146,129,923,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3029639,856,WASHINGTON AVENUE,320909059,11238,2017-04-13,40.672485,-73.962743,1,12,40,235,none,3,13,40,323,0.0278712622796727,Eastern Parkway,88,86,63,80,68,101,486,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4080160,124-28,QUEENS BLVD,421198894,11415,2017-04-13,40.712723,-73.827175,0,10,19,107,none,0,11,19,107,0.1204178269609234,Maple Grove Park,96,116,80,108,87,67,554,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3425121,277,GREENE AV,320956435,11238,2017-04-13,40.687304,-73.960758,0,20,52,252,none,2,20,73,398,0.0832346457925558,Cedar Tree Garden,65,71,45,66,47,60,354,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3073191,773,HART STREET,320625766,11237,2017-04-13,40.700781,-73.923881,0,18,34,156,none,1,9,40,305,0.071256147418952,Maria Hernandez Park,125,113,93,96,129,104,660,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5168354,323,DONGAN HILLS AVENUE,520295699,10305,2017-04-14,40.583973,-74.092514,0,4,9,17,none,0,5,11,51,0.1451884048739092,Dongan Playground,5,6,2,7,4,7,31,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5170037,325,DONGAN HILLS AVENUE,520295706,10305,2017-04-14,40.583954,-74.092474,0,4,9,17,none,0,5,11,51,0.1427751464227254,Dongan Playground,6,7,2,9,8,8,40,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4607679,182-26,GRAND CENTRAL PKWY,421338635,11432,2017-05-23,40.71977,-73.782459,0,2,24,55,none,2,5,17,93,0.004058961183639,Grand Central Parkway,5,0,9,6,2,6,28,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4617744,17-18,MURRAY STREET,421402958,11357,2017-04-14,40.783429,-73.811706,0,0,0,10,none,0,5,14,65,0.18160313402459,Cross Island Parkway,11,9,13,7,4,16,60,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4607937,331,BEACH 66 STREET,421359853,11692,2017-04-14,40.592287,-73.795098,0,8,8,33,none,2,13,19,48,0.0400585570556611,Almeda Playground,121,120,125,99,119,132,716,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5170565,19,NEUTRAL AVE,520139608,10306,2017-04-14,40.560823,-74.102894,0,0,0,16,none,1,2,7,28,0.0234484382476028,Great Kills Park,11,13,8,6,10,15,63,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5054568,820,NUGENT AVE.,520139467,10306,2017-04-17,40.574271,-74.094981,0,0,5,17,none,0,4,9,45,0.1330086288034334,Midland Field,25,26,16,15,21,14,117,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5169540,26,SANDGAP STREET,520287886,10312,2017-04-17,40.528333,-74.161712,0,0,0,11,none,2,7,7,42,0.0561449569420319,Blueberry Park,10,5,6,2,7,5,35,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3191621,2029,WEST STREET,321443470,11223,2017-04-17,40.598771,-73.971772,0,10,23,106,none,1,7,24,87,0.05765275947684,McDonald Playground,22,15,22,20,16,11,106,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4618088,64-17,CLOVERDALE BLVD,421316427,11364,2017-04-18,40.748484,-73.75028,0,0,0,0,none,0,4,20,69,0.227004479127394,Alley Park,14,14,7,8,8,15,66,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5084267,530,RAMONA AVENUE,520375601,10309,2019-06-17,40.536918,-74.203473,0,0,3,16,none,0,5,12,45,0.2033662979217633,Harris Brothers Park,2,3,5,5,0,4,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3425452,734,5 AVENUE,320909013,11232,2017-04-18,40.659871,-73.994976,0,5,27,196,none,0,10,31,179,0.2857361254047142,Slope Park Playground,40,43,27,31,31,29,201,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3426934,69,HOPE STREET,321182518,11211,2017-04-19,40.713053,-73.955408,0,20,44,264,none,2,33,76,379,0.0258387624807374,Jaime Campiz Playground,94,97,89,81,83,60,504,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3424482,146,PIERREPONT STREET,320908041,11201,2017-04-19,40.69477,-73.991482,4,40,62,344,none,3,38,77,348,0.0479798957908378,Columbus Park,70,88,74,86,75,60,453,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5167011,699,HUGUENOT AVENUE,520281622,10312,2017-04-19,40.537488,-74.194588,0,1,6,14,none,0,9,22,45,0.1045953574296457,Richmond Parkway,1,6,7,3,5,12,34,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5169575,695,HUGUENOT AVENUE,520270689,10312,2017-04-19,40.537587,-74.194635,0,1,6,14,none,0,9,22,45,0.1105519929022996,Richmond Parkway,1,6,8,3,5,12,35,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5167010,703,HUGUENOT AVENUE,520281613,10312,2017-04-19,40.537387,-74.194537,0,1,6,14,none,1,9,22,45,0.0984374173258594,Richmond Parkway,2,8,7,4,8,14,43,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3425545,633,MADISON STREET,321197726,11221,2017-04-19,40.686892,-73.931765,0,2,21,210,none,0,22,84,316,0.1607475305340151,Patrick Van Doren Pocket Park,56,48,55,40,69,40,308,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3426344,494,GATES AVENUE,320913801,11216,2017-04-19,40.686697,-73.946354,0,4,27,260,none,3,29,77,326,0.0450939600960252,Hattie Carthan Playground,126,140,124,146,115,133,784,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3856558,327,CLIFTON PLACE,320913838,11216,2017-04-19,40.689254,-73.950333,2,8,40,257,none,4,32,78,355,0.058271246947566,Banneker Playground,143,135,103,147,127,157,812,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3425853,22,VAN BUREN ST,320913810,11221,2017-04-19,40.689937,-73.944263,0,4,33,240,none,2,31,82,318,0.0342637931403636,Hattie Carthan Herb Farm,267,258,214,294,299,262,1594,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3425329,720,LAFAYETTE AVENUE,320596262,11221,2017-04-19,40.690684,-73.944259,0,4,33,240,none,2,31,84,320,0.0340732044079446,Hattie Carthan Herb Farm,106,120,101,111,121,114,673,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2130381,2490,3 AVENUE,220471727,10454,2019-04-04,40.810011,-73.92864,0,10,47,213,none,1,28,104,382,0.0552130934588512,Graham Triangle,73,95,69,66,98,91,492,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3425327,716,LAFAYETTE AVENUE,320913829,11221,2017-04-19,40.69067,-73.944382,0,4,33,240,none,2,31,84,321,0.0397687003871236,Hattie Carthan Herb Farm,104,120,97,116,129,111,677,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3418212,399,THROOP AVENUE,320596413,11221,2017-04-19,40.689321,-73.942191,0,0,34,231,none,1,27,89,310,0.0812527911550737,Hattie Carthan Herb Farm,114,98,76,116,104,106,614,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3425328,718,LAFAYETTE AVENUE,320913785,11221,2017-04-19,40.690676,-73.944321,0,4,33,240,none,2,31,84,320,0.0368774899230429,Hattie Carthan Herb Farm,104,118,96,114,127,110,669,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3421682,463,TOMPKINS AVENUE,321196567,11216,2017-04-19,40.681538,-73.943539,0,8,26,249,none,2,16,75,321,0.0203588424127534,Potomac Playground,102,94,113,132,140,117,698,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5054224,1186,MASON AVENUE,520139555,10306,2017-04-19,40.575312,-74.097128,0,0,8,17,none,2,5,9,46,0.0232318908813968,Midland Field,20,35,19,14,17,20,125,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2129016,2406,HOFFMAN STREET,220445481,10458,2017-04-20,40.856247,-73.888237,0,0,26,160,none,1,18,68,311,0.0618776258524057,Ciccarone Park,184,156,194,183,142,180,1039,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2825344,664,CITY ISLAND AVENUE,220410302,10464,2017-04-20,40.856192,-73.79143,0,0,0,8,none,1,3,5,21,0.0381876368032335,Catherine Scott Promenade,13,13,8,9,9,14,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3426730,813,GREENE AVE,321165323,11221,2017-04-20,40.690229,-73.935346,0,4,24,211,none,0,22,82,302,0.1261230871041882,Eleanor Roosevelt Playground,74,55,48,49,45,56,327,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2825343,660,CITY ISLAND AVENUE,220410295,10464,2017-04-20,40.856159,-73.791437,0,0,0,8,none,1,3,5,21,0.0364926649008155,Catherine Scott Promenade,13,13,8,9,9,14,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5169050,32,RUSSELL STREET,520292576,10308,2017-04-24,40.541109,-74.148175,0,0,4,12,none,0,3,8,42,0.2315771938200709,Seaside Wildlife Nature Park,16,20,18,42,26,25,147,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3426275,70,HENRY STREET,321102766,11201,2017-04-21,40.698783,-73.992383,2,23,57,367,Brooklyn Heights Historic District,1,35,85,349,0.0634846587154465,Cadman Plaza Park,49,34,13,30,25,24,175,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4297449,806,CROSS BAY BOULEVARD,420657220,11693,2017-04-21,40.606991,-73.819428,0,1,1,21,none,1,7,11,40,0.0328576510812147,Gene Gray Playground,15,9,16,16,18,21,95,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3072744,1127,WILLOUGHBY AVENUE,320624963,11237,2017-04-25,40.701696,-73.92533,0,20,38,150,none,1,8,42,296,0.0568230447317976,Maria Hernandez Park,134,135,127,128,105,98,727,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3418330,432,VAN BRUNT STREET,321049860,11231,2017-04-21,40.675471,-74.01512,0,0,1,194,none,0,4,19,158,0.1777600891088554,Valentino Pier,20,18,13,21,13,18,103,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5054640,541,LINCOLN AVENUE,520139305,10306,2017-04-21,40.572204,-74.095233,0,0,5,17,none,0,5,10,42,0.2133839719727225,Midland Field,24,13,22,20,19,15,113,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4435973,6932,BAYFIELD AVENUE,420657140,11692,2017-04-24,40.598869,-73.799713,0,0,8,32,none,2,7,17,46,0.0532542151838516,Dubos Point Wildlife Sanctuary,11,11,16,11,25,34,108,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5170560,40,NEUTRAL AVENUE,520139751,10306,2017-04-24,40.560579,-74.102429,0,0,0,16,none,1,2,7,28,0.0225391121649989,Great Kills Park,3,4,2,4,5,11,29,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4137786,38-28,219 STREET,421329921,11361,2017-04-24,40.76739,-73.764708,0,0,0,0,none,0,5,12,64,0.1804327428404019,Crocheron Park,3,4,9,8,6,10,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3427039,846,QUINCY STREET,321197520,11221,2017-04-24,40.689803,-73.925816,0,4,21,189,none,2,17,76,334,0.0853134180655184,P.O. Reinaldo Salgado Playground,255,220,247,207,212,207,1348,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4617926,40-16,23 ROAD,421195842,11105,2017-04-24,40.769941,-73.908921,0,7,13,100,none,1,7,27,207,0.0965358168494725,Ditmars Playground,61,75,44,46,32,36,294,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4595979,45-41,162 ST,421039236,11358,2017-04-24,40.75525,-73.804671,0,0,0,14,none,0,5,12,84,0.107048963235139,The Olde Towne of Flushing Burial Ground,16,19,22,12,15,15,99,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3398047,101,SOUTH 4TH STREET,321355957,11249,2017-04-24,40.712282,-73.96395,0,8,24,347,none,3,30,74,398,0.0190438588141639,Berry Playground,99,92,96,99,82,91,559,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3426312,322,GATES AVENUE,321197165,11216,2017-04-24,40.685874,-73.953512,0,15,36,271,none,0,25,79,364,0.1447109191688447,Madison Street Block Association,75,86,115,92,96,62,526,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5053525,781,LACONIA AVENUE,520138850,10306,2017-04-24,40.577378,-74.098099,0,0,9,17,none,1,5,9,47,0.0377216023108083,Midland Field,25,8,9,12,9,12,75,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5166787,14,CANTON AVENUE,520209051,10312,2017-04-24,40.547414,-74.189122,0,0,3,12,none,0,9,19,47,0.1932250262098145,Arden Woods,6,13,9,6,11,6,51,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4164031,217-21,77TH AVENUE,421386155,11364,2017-04-25,40.737348,-73.7551,0,0,0,16,none,2,7,17,75,0.0223130417065672,Motor Parkway,16,14,10,13,11,9,73,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5169491,4065,VICTORY BOULEVARD,520268175,10314,2017-04-25,40.592377,-74.189538,0,0,0,0,none,0,6,10,31,0.102161201908304,Sylvan Grove Cemetery,10,2,10,4,13,6,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5166711,4069,VICTORY BOULEVARD,520268166,10314,2017-04-25,40.59233,-74.189617,0,0,0,0,none,1,6,10,31,0.0972011937299285,Sylvan Grove Cemetery,10,2,10,4,13,6,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3070879,236,STAGG STREET,321367196,11206,2017-04-25,40.709873,-73.939536,0,12,40,150,none,1,15,71,329,0.0474051474524848,Ten Eyck Playground,87,67,77,64,75,66,436,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3042264,1325,HERKIMER STREET,320623465,11233,2017-04-25,40.677462,-73.909559,2,13,28,147,none,2,26,84,272,0.0857694556393383,Eastern Parkway Extension,260,219,209,234,252,206,1380,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2129095,869,E 147 STREET,220545952,10455,2017-04-25,40.810414,-73.904671,0,12,40,150,none,1,13,75,377,0.0899863674331809,Martin Luther King Triangle,62,79,75,57,77,72,422,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5054681,107,BADEN PLACE,520139154,10306,2017-04-26,40.573891,-74.08984,0,0,0,17,none,0,4,9,45,0.1107795708302548,Franklin D. Roosevelt Boardwalk and Beach,18,21,22,28,13,13,115,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4617510,48-35,207 ST,421379421,11364,2017-04-26,40.753101,-73.773233,0,0,0,0,none,0,6,18,77,0.1221482813268174,Park,7,11,7,8,7,6,46,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4464952,16,OCEAN AVENUE,420861678,11697,2017-04-26,40.562841,-73.915394,0,0,0,0,none,0,0,0,15,1.1446198636811835,Marine Park,5,6,1,0,0,0,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3249944,28,ASTER COURT,321185864,11229,2017-04-26,40.593055,-73.92615,0,0,0,15,none,1,2,10,56,0.0372690142151071,Marine Park,10,14,13,21,14,8,80,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3248697,22,ABBEY COURT,321187185,11229,2017-04-26,40.587139,-73.919471,0,0,0,12,none,1,2,4,43,0.034156537988855,Marine Park,18,9,13,7,3,11,61,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4595968,45-35,162 ST,421034623,11358,2017-04-26,40.755366,-73.804656,0,0,0,14,none,0,5,12,84,0.1070823546912809,The Olde Towne of Flushing Burial Ground,16,19,22,12,15,15,99,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5168927,45,DINTREE LANE,520281891,10307,2017-04-26,40.50429,-74.23118,0,0,0,15,none,1,5,6,16,0.0890112553015856,Hybrid Oak Woods Park,3,5,5,0,1,3,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3106949,595,NEW YORK AVENUE,321282330,11225,2017-04-26,40.659966,-73.94763,0,4,28,173,none,0,8,21,272,0.1344625633485672,Wingate Park,76,78,76,76,56,80,442,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4207884,84-03,LANDER ST,421339215,11435,2017-04-26,40.713758,-73.816109,0,3,25,92,none,0,5,23,97,0.1075075178382239,Grand Central Parkway,26,30,30,26,29,31,172,0,0,1,0,0,0,1,0,0,0,0,0,0,0
