bin_no,house_no,street_name,job_no,zip_code,job_start_date,latitude,longitude,subway_count_tenth_mi,subway_count_half_mi,subway_count_one_mi,subway_count_two_five_mi,hist_dist_name,park_count_tenth_mi,park_count_half_mi,park_count_one_mi,park_count_two_five_mi,closest_park,name_closest_park,complaints2014_15,complaints2015_16,complaints2016_17,complaints2017_18,complaints2018_19,complaints2019_20,total_complaints,borough_BROOKLYN,borough_MANHATTAN,borough_QUEENS,borough_STATEN ISLAND,owners_business_type_CORPORATION,owners_business_type_HPD,owners_business_type_INDIVIDUAL,owners_business_type_NYC AGENCY,owners_business_type_NYCHA/HHC,owners_business_type_OTHER,owners_business_type_OTHER GOV'T AGENCY,owners_business_type_PARTNERSHIP,non-profit_Y,in_hist_dist_1
4617671,57-40,EAST HAMPTON BOULEVARD,421371848,11364,2017-08-17,40.753762,-73.747716,0,0,0,0,none,1,4,21,64,0.0077475394397511,Alley Pond Park,4,2,5,5,7,8,31,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3424856,1328,62 STREET,321194097,11219,2018-02-06,40.627233,-73.99897,0,9,27,132,none,0,1,14,105,0.4179194715399765,Lt. Joseph Petrosino Park,21,35,39,26,28,25,174,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2026677,2234,BLACKROCK AVENUE,220585329,10472,2018-06-06,40.829159,-73.84955,0,2,7,58,none,2,12,33,139,0.0474456432635139,Church Triangle,77,55,53,53,39,25,302,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4623874,146-40,32 AVE,440645955,11354,2021-05-26,40.769826,-73.820578,0,0,10,17,none,0,5,23,78,0.2093341503561637,Flushing Fields,8,6,7,7,10,8,46,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4607578,143-47,POPLAR AVE,421272045,11355,2017-05-08,40.749326,-73.8119,0,0,0,17,none,1,3,16,96,0.0897983956291916,Kissena Park,8,7,7,19,14,7,62,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3074662,898,BUSHWICK AVENUE,320912287,11221,2019-02-07,40.693396,-73.925116,0,6,27,184,none,0,20,65,325,0.1380610099042478,Goodwin Gardens,67,73,75,58,86,68,427,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1089801,225,WEST 140 STREET,121190273,10030,2018-11-08,40.818887,-73.942353,0,21,56,211,none,1,34,104,337,0.0548995666906799,Adam Clayton Powell Jr. Malls,263,272,240,222,243,202,1442,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5171078,32,COUGHLAN AVENUE,520337252,10310,2018-11-08,40.62466,-74.112827,0,0,0,6,none,1,5,24,77,0.0743085392905913,Barrett Park,22,15,6,4,12,9,68,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3421887,396,SCHROEDERS AVENUE,321188433,11239,2019-04-09,40.653215,-73.876847,0,0,0,60,none,2,6,31,175,0.0260225995435643,Spring Creek Park,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
5171603,109,HILLCREST AVENUE,520370919,10308,2019-04-11,40.544664,-74.150241,0,1,4,13,none,0,3,8,44,0.1373543376030282,Great Kills Veterans Playground,24,19,6,9,7,3,68,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5054101,101,BEACHVIEW AVENUE,520312279,10306,2019-02-11,40.577275,-74.096774,0,0,9,17,none,1,6,9,46,0.0674710192437596,Midland Field,15,17,16,9,7,14,78,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3426143,290,UNION AVENUE,321751369,11211,2019-03-08,40.709047,-73.950801,0,24,47,229,none,3,32,93,364,0.0071310193296308,Lithuania Square,108,120,91,99,79,106,603,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5170236,127,RATHBUN AVENUE,520324756,10312,2019-02-11,40.546901,-74.182378,0,0,5,10,none,1,12,19,48,0.0459194190345194,Richmond Parkway,5,14,5,9,5,11,49,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4020580,26-26,18 STREET,421461251,11102,2018-11-09,40.773508,-73.927221,0,0,15,174,none,0,15,30,251,0.1468167296032175,Astoria Park,59,48,34,24,35,47,247,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5170521,324,KISWICK STREET,520322650,10306,2018-10-12,40.571295,-74.098868,0,0,5,18,none,0,5,9,41,0.1592318934459147,Midland Playground,10,7,5,5,5,9,41,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5170520,322,KISWICK STREET,520322641,10306,2018-10-12,40.571328,-74.098835,0,0,5,18,none,0,5,9,41,0.1574012427577661,Midland Playground,10,7,5,5,5,9,41,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1005718,199,CHRYSTIE STREET,123178499,10002,2019-01-24,40.722048,-73.99184,0,35,122,502,none,1,29,125,323,0.0105948127187079,Sara D. Roosevelt Park,188,201,187,203,259,219,1257,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4104257,163-07,CRYDERS LANE,421647301,11357,2019-02-13,40.788367,-73.799233,0,0,0,0,none,0,5,13,58,0.1144401442967907,Cross Island Parkway,8,4,3,5,4,5,29,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4209785,170-14,89 AVE,421632585,11432,2019-04-09,40.709644,-73.790885,0,20,40,67,none,0,7,22,96,0.1501203733734076,Major Mark Park,97,93,62,66,68,86,472,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4619876,131-19,FOWLER AVE,420659139,11355,2019-04-18,40.751837,-73.83296,0,0,14,52,none,2,4,14,109,0.0064135699578892,Flushing Meadows Corona Park,141,199,151,116,148,149,904,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5169325,284,ALTER AVENUE,520273944,10305,2019-02-22,40.589123,-74.091657,0,4,8,14,none,0,4,12,53,0.3372017959036564,Dongan Playground,18,23,14,19,25,16,115,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4045371,88-34,54 AVENUE,421586581,11373,2019-05-22,40.737065,-73.874909,0,11,31,84,none,0,15,43,147,0.1389009151448627,Horsebrook Island,26,39,32,30,40,36,203,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1012975,441,WEST 37TH STREET,122865319,10018,2019-03-12,40.756017,-73.996618,0,33,156,435,none,0,9,26,209,0.1631584608357279,Bella Abzug Park,80,80,71,99,110,83,523,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4614888,92-02,ROCKAWAY FREEWAY,421377101,11693,2018-10-12,40.587072,-73.816119,0,7,11,25,none,0,5,17,42,0.160796349223658,Bay Breeze Park,280,307,269,223,272,267,1618,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5171599,151,GELDNER  AVE,520370205,10306,2019-05-16,40.579078,-74.120101,0,2,5,18,none,1,4,10,49,0.0903910141991156,High Rock Park,6,4,7,11,3,8,39,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4617186,92-23,168TH STREET,420662303,11433,2018-11-09,40.705903,-73.79225,0,11,47,71,none,0,5,24,93,0.1889071272807627,Ashmead Park,369,331,323,337,417,297,2074,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3426187,15,HUNTERFLY PLACE,321383515,11233,2019-02-28,40.677777,-73.928317,0,7,33,188,none,4,26,71,321,0.0087227133862106,Garden of Plenty,91,92,63,73,53,79,451,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5174927,280,ALTER AVENUE,520273953,10305,2019-02-22,40.58915,-74.091715,0,4,8,14,none,0,4,12,54,0.3395913369754678,Dongan Playground,17,22,14,17,23,15,108,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3156583,6915,15TH AVENUE,320910902,11228,2019-04-05,40.620898,-73.999629,2,12,26,134,none,1,1,12,105,0.0879775644525014,Lt. Joseph Petrosino Park,64,66,71,58,55,52,366,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3335712,243,NORTH 5TH STREET,321069071,11211,2019-04-23,40.714678,-73.955606,0,18,43,263,none,1,33,76,376,0.0815648945814579,Jaime Campiz Playground,93,86,75,78,73,61,466,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3421369,961,64 STREET,321190279,11219,2019-01-11,40.631034,-74.008243,0,3,29,110,none,0,5,25,93,0.1183780749794366,Leif Ericson Park,66,41,57,50,84,38,336,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3426055,6313,FORT HAMILTON PARKWAY,321190340,11219,2018-12-31,40.631511,-74.007901,1,3,31,110,none,0,5,24,93,0.1470074595461868,Leif Ericson Park,76,50,68,62,87,48,391,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4287022,231-20,145 AVENUE,421678241,11413,2019-03-20,40.660679,-73.747794,0,0,0,0,none,1,7,14,31,0.0505361642723461,Brookville Park,18,27,17,27,26,20,135,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4618769,62-61,DECOSTA AVE.,421663024,11692,2019-04-24,40.598595,-73.792508,0,4,8,32,none,1,8,20,47,0.0046889590847329,Dubos Point Wildlife Sanctuary,8,5,3,8,10,13,47,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3421890,402,SCHROEDERS AVENUE,321188139,11239,2019-04-09,40.653258,-73.876746,0,0,0,60,none,2,6,31,175,0.0314941538605179,Spring Creek Park,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
3426057,6317,FORT HAMILTON PARKWAY,321190313,11219,2018-12-31,40.631498,-74.007922,1,3,31,110,none,0,5,24,93,0.1456615986928886,Leif Ericson Park,76,50,68,62,87,48,391,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3421419,6319,FORT HAMILTON PARKWAY,321190723,11219,2018-12-31,40.631489,-74.007933,1,3,31,110,none,0,5,24,93,0.1448955549315183,Leif Ericson Park,76,50,68,62,87,48,391,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3421367,20,MELROSE STREET,321468050,11206,2018-12-31,40.697879,-73.93554,2,7,37,183,none,2,20,75,300,0.0795981282669019,Beaver Noll Park,310,347,286,324,328,345,1940,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3421886,392,SCHROEDERS AVENUE,321188111,11239,2019-04-09,40.653182,-73.876919,0,0,0,60,none,2,6,31,175,0.0220286840469395,Spring Creek Park,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2129229,844,E 218 STREET,220655538,10467,2019-04-24,40.881524,-73.858993,0,7,11,65,none,0,6,15,96,0.1345050569717951,Agnes Haywood Playground,71,69,53,54,58,77,382,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4466799,105,BEACH 216 STREET,421723807,11697,2019-05-06,40.555171,-73.925001,0,0,0,0,none,0,0,0,15,1.3779347568174407,Manhattan Beach Park,1,6,1,0,0,3,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5171600,155,GELDNER  AVE,520370214,10306,2019-05-16,40.579122,-74.120007,0,2,5,18,none,1,4,10,49,0.0910512503271505,High Rock Park,6,4,7,11,3,8,39,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5083224,26,VAIL AVENUE,520375157,10309,2019-05-16,40.516579,-74.21132,0,0,5,16,none,0,2,9,36,0.2794067356342165,Lemon Creek Park,4,4,2,4,7,2,23,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3136090,1140,43 STREET,321847141,11219,2019-05-24,40.640575,-73.992264,0,9,25,146,none,0,5,13,136,0.1179836929645109,Park,22,40,27,33,37,48,207,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4623257,115-65,NEWBURG ST,421726181,11412,2019-05-31,40.694618,-73.764745,0,0,0,44,none,0,3,13,81,0.2212365675813803,Garden,23,28,26,38,37,28,180,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3029000,552,PROSPECT PLACE,321383882,11238,2019-05-22,40.675462,-73.958393,2,11,41,245,none,0,17,53,342,0.1594399240449322,Stroud Playground,82,88,81,77,66,87,481,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4262454,130-13,INWOOD STREET,421671211,11436,2019-07-26,40.670201,-73.793381,0,0,0,29,none,0,5,11,68,0.1179131992194281,Hilton Holiday Gardens,29,33,15,27,41,29,174,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3323542,137,CARLTON AVE,321574122,11205,2018-12-31,40.693595,-73.972994,0,2,85,367,none,2,15,73,405,0.0567670233487601,Fort Greene Park,251,260,232,232,288,233,1496,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3426056,6315,FORT HAMILTON PARKWAY,321190331,11219,2018-12-31,40.631503,-74.007912,1,3,31,110,none,0,5,24,93,0.1462692761219643,Leif Ericson Park,76,50,68,62,87,48,391,1,0,0,0,1,0,0,0,0,0,0,0,0,0
