geotype,borough,geoid,bct2020,pop_20,pop_20p,hhpop_20,hhpop_20p,gq_20,gq_20p,instgq_20,instgq_20p,avhhsz_20,popu18_20,popu18_20p,hsp_20,hsp_20p,wnh_20,wnh_20p,bnh_20,bnh_20p,anh_20,anh_20p,onh_20,onh_20p,nh2pl_20,nh2pl_20p,hunits_20,hunits_20p,ochu_20,ochu_20p,vachu_20,vachu_20p
CT2020,Bronx,36005016100,2016100,5243,1.0,"4,931",0.94,312,0.06,0,0.0,2.32,"1,304",0.249,"3,322",0.634,116,0.022000000000000002,"1,650",0.315,21,0.004,48,0.009000000000000001,86,0.016,2185,1.0,"2,125",0.973,60,0.027000000000000003
CT2020,Bronx,36005016200,2016200,1908,1.0,"1,717",0.9,191,0.1,191,0.1,2.76,369,0.193,915,0.48,708,0.371,96,0.05,114,0.06,45,0.024,30,0.016,659,1.0,622,0.9440000000000001,37,0.055999999999999994
CT2020,Bronx,36005016300,2016300,34,1.0,34,1.0,0,0.0,0,0.0,0.94,3,0.08800000000000001,18,0.529,5,0.147,10,0.294,0,0.0,0,0.0,1,0.028999999999999998,36,1.0,36,1.0,0,0.0
CT2020,Bronx,36005016400,2016400,1221,1.0,"1,206",0.988,15,0.012,0,0.0,2.58,224,0.183,559,0.45799999999999996,523,0.428,42,0.034,65,0.053,22,0.018000000000000002,10,0.008,511,1.0,468,0.9159999999999999,43,0.084
CT2020,Bronx,36005016500,2016500,1097,1.0,924,0.8420000000000001,173,0.158,0,0.0,2.6,268,0.244,520,0.474,17,0.015,517,0.47100000000000003,14,0.013000000000000001,16,0.015,13,0.012,370,1.0,355,0.9590000000000001,15,0.040999999999999995
CT2020,Bronx,36005016600,2016600,2625,1.0,"2,596",0.9890000000000001,29,0.011000000000000001,20,0.008,3.01,569,0.217,"1,541",0.5870000000000001,556,0.212,234,0.08900000000000001,196,0.075,46,0.018000000000000002,52,0.02,911,1.0,862,0.946,49,0.054000000000000006
CT2020,Bronx,36005016700,2016700,3373,1.0,"2,948",0.8740000000000001,425,0.126,0,0.0,2.87,"1,136",0.337,"1,577",0.46799999999999997,65,0.019,"1,611",0.478,16,0.005,26,0.008,78,0.023,1060,1.0,"1,027",0.9690000000000001,33,0.031
CT2020,Bronx,36005016900,2016900,1586,1.0,"1,370",0.8640000000000001,216,0.136,0,0.0,2.76,451,0.284,674,0.425,20,0.013000000000000001,834,0.526,16,0.01,6,0.004,36,0.023,546,1.0,496,0.9079999999999999,50,0.092
CT2020,Bronx,36005017100,2017100,10,1.0,10,1.0,0,0.0,0,0.0,0.0,2,0.2,1,0.1,0,0.0,7,0.7,0,0.0,0,0.0,2,0.2,2,1.0,0,0.0,2,1.0
CT2020,Bronx,36005017300,2017300,6395,1.0,"6,201",0.97,194,0.03,0,0.0,2.81,"1,710",0.267,"3,933",0.615,98,0.015,"2,149",0.336,61,0.01,60,0.009000000000000001,94,0.015,2270,1.0,"2,208",0.973,62,0.027000000000000003
CT2020,Bronx,36005017500,2017500,6988,1.0,"6,819",0.976,169,0.024,24,0.003,2.57,"1,825",0.261,"4,045",0.579,141,0.02,"2,594",0.371,28,0.004,78,0.011000000000000001,102,0.015,2747,1.0,"2,652",0.965,95,0.035
CT2020,Bronx,36005017701,2017701,4754,1.0,"4,107",0.8640000000000001,647,0.136,399,0.084,3.22,"1,328",0.27899999999999997,"2,871",0.604,224,0.047,"1,502",0.316,39,0.008,38,0.008,80,0.017,1361,1.0,"1,276",0.938,85,0.062
CT2020,Bronx,36005017702,2017702,4979,1.0,"4,874",0.9790000000000001,105,0.021,0,0.0,2.97,"1,282",0.257,"2,930",0.588,67,0.013000000000000001,"1,758",0.353,75,0.015,70,0.013999999999999999,79,0.016,1752,1.0,"1,643",0.938,109,0.062
CT2020,Bronx,36005017901,2017901,5124,1.0,"5,114",0.998,10,0.002,0,0.0,3.08,"1,377",0.26899999999999996,"3,726",0.727,66,0.013000000000000001,"1,042",0.203,201,0.039,54,0.011000000000000001,35,0.006999999999999999,1714,1.0,"1,660",0.968,54,0.032
CT2020,Bronx,36005017902,2017902,3447,1.0,"3,427",0.9940000000000001,20,0.006,0,0.0,2.93,914,0.265,"2,130",0.618,51,0.015,"1,198",0.348,14,0.004,16,0.005,38,0.011000000000000001,1223,1.0,"1,168",0.955,55,0.045
CT2020,Bronx,36005018101,2018101,3299,1.0,"3,280",0.9940000000000001,19,0.006,0,0.0,3.17,852,0.258,"1,892",0.574,72,0.022000000000000002,"1,219",0.37,28,0.008,20,0.006,68,0.021,1094,1.0,"1,035",0.946,59,0.054000000000000006
CT2020,Bronx,36005018102,2018102,5510,1.0,"5,211",0.946,299,0.054000000000000006,229,0.042,3.13,"1,361",0.247,"3,058",0.555,130,0.024,"1,952",0.354,254,0.046,34,0.006,82,0.015,1748,1.0,"1,666",0.953,82,0.047
CT2020,Bronx,36005018301,2018301,4423,1.0,"4,423",1.0,0,0.0,0,0.0,2.29,794,0.18,"2,474",0.5589999999999999,262,0.059000000000000004,"1,292",0.292,233,0.053,61,0.013999999999999999,101,0.023,2014,1.0,"1,930",0.958,84,0.042
CT2020,Bronx,36005018302,2018302,3686,1.0,"3,681",0.9990000000000001,5,0.001,0,0.0,2.85,921,0.25,"2,238",0.607,45,0.012,"1,226",0.33299999999999996,44,0.012,47,0.013000000000000001,86,0.023,1320,1.0,"1,290",0.977,30,0.023
CT2020,Bronx,36005018400,2018400,4329,1.0,"4,329",1.0,0,0.0,0,0.0,2.7,907,0.21,"1,955",0.452,"1,804",0.41700000000000004,211,0.049,252,0.057999999999999996,46,0.011000000000000001,61,0.013999999999999999,1703,1.0,"1,604",0.9420000000000001,99,0.057999999999999996
CT2020,Bronx,36005018501,2018501,3076,1.0,"2,865",0.9309999999999999,211,0.069,24,0.008,2.45,840,0.273,"1,436",0.467,70,0.023,"1,463",0.47600000000000003,24,0.008,34,0.011000000000000001,49,0.016,1203,1.0,"1,168",0.971,35,0.028999999999999998
CT2020,Bronx,36005018502,2018502,6442,1.0,"5,928",0.92,514,0.08,0,0.0,2.85,"1,697",0.263,"3,606",0.56,144,0.022000000000000002,"2,478",0.385,32,0.005,64,0.01,118,0.018000000000000002,2142,1.0,"2,082",0.972,60,0.027999999999999997
CT2020,Bronx,36005018900,2018900,8360,1.0,"7,939",0.95,421,0.05,92,0.011000000000000001,2.64,"2,020",0.242,"5,509",0.659,222,0.027000000000000003,"2,347",0.281,66,0.008,81,0.01,135,0.016,3147,1.0,"3,005",0.955,142,0.045
CT2020,Bronx,36005019300,2019300,6020,1.0,"6,013",0.9990000000000001,7,0.001,0,0.0,2.64,"1,591",0.264,"3,769",0.626,97,0.016,"1,967",0.327,61,0.01,49,0.008,77,0.013000000000000001,2357,1.0,"2,276",0.966,81,0.034
CT2020,Bronx,36005019400,2019400,2022,1.0,"2,022",1.0,0,0.0,0,0.0,2.73,425,0.21,"1,294",0.64,304,0.15,254,0.126,84,0.042,43,0.021,43,0.021,791,1.0,742,0.938,49,0.062
CT2020,Bronx,36005019500,2019500,7509,1.0,"7,374",0.982,135,0.018000000000000002,0,0.0,2.79,"1,749",0.233,"4,927",0.6559999999999999,201,0.027000000000000003,"2,134",0.284,68,0.009000000000000001,61,0.008,118,0.016,2699,1.0,"2,642",0.9790000000000001,57,0.021
CT2020,Bronx,36005019700,2019700,7213,1.0,"7,064",0.9790000000000001,149,0.021,0,0.0,3.21,"1,943",0.26899999999999996,"5,066",0.7020000000000001,59,0.008,"1,403",0.195,513,0.071,79,0.011000000000000001,93,0.013000000000000001,2235,1.0,"2,199",0.9840000000000001,36,0.016
CT2020,Bronx,36005019900,2019900,7909,1.0,"7,865",0.9940000000000001,44,0.006,0,0.0,2.84,"1,987",0.251,"5,663",0.716,134,0.017,"1,918",0.243,49,0.006,67,0.008,78,0.01,2900,1.0,"2,771",0.956,129,0.044000000000000004
CT2020,Bronx,36005020000,2020000,5235,1.0,"5,040",0.963,195,0.037000000000000005,44,0.008,3.12,"1,424",0.272,"2,501",0.478,278,0.053,474,0.091,"1,834",0.35,68,0.013000000000000001,80,0.015,1674,1.0,"1,614",0.9640000000000001,60,0.036000000000000004
CT2020,Bronx,36005020100,2020100,4345,1.0,"3,855",0.887,490,0.113,0,0.0,2.63,"1,125",0.259,"2,777",0.639,99,0.023,"1,313",0.302,41,0.009000000000000001,51,0.012,64,0.015,1494,1.0,"1,463",0.9790000000000001,31,0.021
CT2020,Bronx,36005020200,2020200,2789,1.0,"2,771",0.9940000000000001,18,0.006,0,0.0,3.02,735,0.264,"1,464",0.525,240,0.086,242,0.087,720,0.258,61,0.022000000000000002,62,0.022000000000000002,949,1.0,917,0.966,32,0.034
CT2020,Bronx,36005020400,2020400,3129,1.0,"3,060",0.978,69,0.022000000000000002,0,0.0,3.01,771,0.24600000000000002,"1,756",0.561,196,0.063,314,0.1,707,0.226,92,0.028999999999999998,64,0.02,1089,1.0,"1,017",0.934,72,0.066
CT2020,Bronx,36005020501,2020501,7859,1.0,"7,525",0.958,334,0.042,0,0.0,2.68,"2,040",0.26,"5,086",0.647,99,0.013000000000000001,"2,492",0.317,11,0.001,72,0.009000000000000001,99,0.013000000000000001,2863,1.0,"2,803",0.9790000000000001,60,0.021
CT2020,Bronx,36005020502,2020502,2462,1.0,"2,430",0.987,32,0.013000000000000001,13,0.005,2.56,532,0.21600000000000003,"1,638",0.665,42,0.017,719,0.292,15,0.006,22,0.009000000000000001,26,0.011000000000000001,990,1.0,948,0.958,42,0.042
CT2020,Bronx,36005020601,2020601,3277,1.0,"3,248",0.991,29,0.009000000000000001,11,0.003,3.14,752,0.22899999999999998,"1,587",0.484,243,0.07400000000000001,347,0.106,927,0.28300000000000003,61,0.019,112,0.034,1090,1.0,"1,036",0.95,54,0.05
CT2020,Bronx,36005020900,2020900,4823,1.0,"4,576",0.9490000000000001,247,0.051,0,0.0,2.58,"1,172",0.243,"3,164",0.6559999999999999,108,0.022000000000000002,"1,407",0.292,35,0.006999999999999999,56,0.012,53,0.011000000000000001,1845,1.0,"1,777",0.963,68,0.037000000000000005
CT2020,Bronx,36005021001,2021001,8946,1.0,"8,934",0.9990000000000001,12,0.001,0,0.0,2.31,"1,756",0.196,"3,069",0.34299999999999997,232,0.026000000000000002,"4,001",0.447,"1,323",0.14800000000000002,101,0.011000000000000001,220,0.025,4013,1.0,"3,864",0.963,149,0.037000000000000005
CT2020,Bronx,36005021002,2021002,7855,1.0,"7,840",0.998,15,0.002,0,0.0,2.39,"1,663",0.212,"2,462",0.313,188,0.024,"3,306",0.42100000000000004,"1,635",0.20800000000000002,84,0.011000000000000001,180,0.023,3396,1.0,"3,285",0.9670000000000001,111,0.033
CT2020,Bronx,36005021100,2021100,5822,1.0,"5,555",0.9540000000000001,267,0.046,0,0.0,2.85,"1,596",0.27399999999999997,"3,713",0.638,79,0.013999999999999999,"1,899",0.326,30,0.005,35,0.006,66,0.011000000000000001,2071,1.0,"1,948",0.941,123,0.059000000000000004
CT2020,Bronx,36005021200,2021200,6596,1.0,"6,596",1.0,0,0.0,0,0.0,2.54,"1,422",0.21600000000000003,"1,694",0.257,143,0.022000000000000002,"2,028",0.307,"2,509",0.38,72,0.011000000000000001,150,0.023,2680,1.0,"2,595",0.968,85,0.032
CT2020,Bronx,36005021301,2021301,1264,1.0,"1,264",1.0,0,0.0,0,0.0,2.82,305,0.24100000000000002,960,0.759,18,0.013999999999999999,246,0.195,5,0.004,16,0.013000000000000001,19,0.015,474,1.0,449,0.9470000000000001,25,0.053
CT2020,Bronx,36005021302,2021302,5830,1.0,"5,830",1.0,0,0.0,0,0.0,2.7,"1,462",0.251,"3,628",0.622,44,0.008,"2,043",0.35,29,0.005,43,0.006999999999999999,43,0.006999999999999999,2233,1.0,"2,163",0.9690000000000001,70,0.031
CT2020,Bronx,36005021501,2021501,4078,1.0,"4,078",1.0,0,0.0,0,0.0,2.99,"1,070",0.262,"3,005",0.737,49,0.012,929,0.228,21,0.005,28,0.006999999999999999,46,0.011000000000000001,1405,1.0,"1,365",0.972,40,0.027999999999999997
CT2020,Bronx,36005021502,2021502,6360,1.0,"5,972",0.9390000000000001,388,0.061,0,0.0,2.73,"1,663",0.261,"4,385",0.6890000000000001,104,0.016,"1,677",0.264,9,0.001,84,0.013000000000000001,101,0.016,2255,1.0,"2,184",0.9690000000000001,71,0.031
CT2020,Bronx,36005021601,2021601,4701,1.0,"4,669",0.993,32,0.006999999999999999,0,0.0,2.84,"1,283",0.273,"2,835",0.603,304,0.065,984,0.209,394,0.084,77,0.016,107,0.023,1694,1.0,"1,645",0.971,49,0.028999999999999998
CT2020,Bronx,36005021602,2021602,6237,1.0,"6,232",0.9990000000000001,5,0.001,0,0.0,2.47,"1,292",0.207,"1,967",0.315,168,0.027000000000000003,"2,037",0.327,"1,806",0.29,111,0.018000000000000002,148,0.024,2624,1.0,"2,522",0.961,102,0.039
CT2020,Bronx,36005021700,2021700,5006,1.0,"4,755",0.95,251,0.05,0,0.0,2.72,"1,192",0.23800000000000002,"2,664",0.532,122,0.024,"1,998",0.39899999999999997,49,0.01,58,0.012,115,0.023,1822,1.0,"1,746",0.958,76,0.042
CT2020,Bronx,36005021800,2021800,6610,1.0,"6,583",0.996,27,0.004,0,0.0,2.89,"1,641",0.248,"4,278",0.647,206,0.031,"1,485",0.225,340,0.051,156,0.024,145,0.022000000000000002,2415,1.0,"2,281",0.945,134,0.055
CT2020,Bronx,36005021900,2021900,1176,1.0,"1,087",0.924,89,0.076,0,0.0,3.09,241,0.205,916,0.779,32,0.027000000000000003,192,0.163,16,0.013999999999999999,8,0.006999999999999999,12,0.01,360,1.0,352,0.978,8,0.022000000000000002
CT2020,Bronx,36005022000,2022000,2511,1.0,"2,166",0.863,345,0.13699999999999998,0,0.0,2.98,642,0.256,"1,654",0.659,82,0.033,626,0.249,51,0.02,44,0.018000000000000002,54,0.022000000000000002,771,1.0,726,0.9420000000000001,45,0.057999999999999996
CT2020,Bronx,36005022101,2022101,4001,1.0,"4,001",1.0,0,0.0,0,0.0,3.1,"1,136",0.284,"2,969",0.742,34,0.008,793,0.198,114,0.027999999999999997,45,0.011000000000000001,46,0.011000000000000001,1308,1.0,"1,291",0.987,17,0.013000000000000001
CT2020,Bronx,36005022102,2022102,5457,1.0,"5,208",0.9540000000000001,249,0.046,0,0.0,3.2,"1,611",0.295,"4,609",0.845,53,0.01,660,0.121,38,0.006999999999999999,54,0.01,43,0.008,1650,1.0,"1,627",0.986,23,0.013999999999999999
CT2020,Bronx,36005022200,2022200,3968,1.0,"3,922",0.988,46,0.012,14,0.004,3.19,"1,010",0.255,"1,891",0.47700000000000004,176,0.044000000000000004,416,0.105,"1,277",0.322,111,0.027999999999999997,97,0.024,1294,1.0,"1,228",0.9490000000000001,66,0.051
CT2020,Bronx,36005022300,2022300,5063,1.0,"5,063",1.0,0,0.0,0,0.0,2.81,"1,170",0.231,"4,053",0.8009999999999999,74,0.015,772,0.152,34,0.006999999999999999,65,0.013000000000000001,65,0.013000000000000001,1834,1.0,"1,799",0.981,35,0.019
CT2020,Bronx,36005022401,2022401,2787,1.0,"2,773",0.995,14,0.005,0,0.0,2.47,599,0.215,"1,805",0.648,333,0.11900000000000001,365,0.131,208,0.075,25,0.009000000000000001,51,0.018000000000000002,1157,1.0,"1,121",0.9690000000000001,36,0.031
CT2020,Bronx,36005022403,2022403,3275,1.0,"3,270",0.998,5,0.002,0,0.0,2.52,706,0.21600000000000003,"2,145",0.655,414,0.126,518,0.158,116,0.035,16,0.005,66,0.02,1345,1.0,"1,298",0.965,47,0.035
CT2020,Bronx,36005022404,2022404,4489,1.0,"4,448",0.991,41,0.009000000000000001,0,0.0,2.45,956,0.213,"2,383",0.531,742,0.165,825,0.184,375,0.084,76,0.017,88,0.02,1871,1.0,"1,818",0.972,53,0.027999999999999997
CT2020,Bronx,36005022500,2022500,8141,1.0,"7,077",0.8690000000000001,"1,064",0.131,0,0.0,3.11,"2,394",0.294,"5,717",0.7020000000000001,126,0.015,"2,042",0.251,90,0.011000000000000001,82,0.01,84,0.01,2371,1.0,"2,277",0.96,94,0.04
CT2020,Bronx,36005022701,2022701,5669,1.0,"5,424",0.9570000000000001,245,0.043,0,0.0,3.0,"1,527",0.26899999999999996,"3,574",0.63,65,0.011000000000000001,"1,838",0.324,57,0.01,70,0.012,65,0.011000000000000001,1848,1.0,"1,807",0.978,41,0.022000000000000002
CT2020,Bronx,36005022702,2022702,1634,1.0,"1,628",0.996,6,0.004,0,0.0,3.03,395,0.242,"1,106",0.677,35,0.021,373,0.228,44,0.027000000000000003,39,0.024,37,0.023,557,1.0,537,0.9640000000000001,20,0.036000000000000004
CT2020,Bronx,36005022703,2022703,1699,1.0,"1,699",1.0,0,0.0,0,0.0,2.92,387,0.228,"1,278",0.752,39,0.023,236,0.139,95,0.055999999999999994,20,0.012,31,0.018000000000000002,604,1.0,582,0.9640000000000001,22,0.036000000000000004
CT2020,Bronx,36005022800,2022800,6336,1.0,"6,336",1.0,0,0.0,0,0.0,2.62,"1,409",0.222,"3,284",0.518,"1,188",0.188,922,0.146,744,0.11699999999999999,91,0.013999999999999999,107,0.017,2508,1.0,"2,418",0.9640000000000001,90,0.036000000000000004
CT2020,Bronx,36005022901,2022901,5766,1.0,"5,621",0.975,145,0.025,0,0.0,2.9,"1,626",0.282,"3,844",0.667,125,0.022000000000000002,"1,370",0.23800000000000002,216,0.037000000000000005,98,0.017,113,0.02,2032,1.0,"1,939",0.9540000000000001,93,0.046
CT2020,Bronx,36005022902,2022902,3401,1.0,"3,366",0.99,35,0.01,0,0.0,2.98,893,0.263,"2,499",0.735,48,0.013999999999999999,747,0.22,35,0.01,29,0.009000000000000001,43,0.013000000000000001,1184,1.0,"1,130",0.9540000000000001,54,0.046
CT2020,Bronx,36005023000,2023000,3001,1.0,"2,988",0.996,13,0.004,0,0.0,2.96,797,0.266,"1,627",0.542,549,0.183,371,0.124,262,0.087,43,0.013999999999999999,149,0.05,1052,1.0,"1,010",0.96,42,0.04
CT2020,Bronx,36005023100,2023100,1464,1.0,"1,303",0.89,161,0.11,144,0.098,3.04,377,0.258,"1,011",0.691,11,0.008,423,0.289,2,0.001,10,0.006999999999999999,7,0.005,440,1.0,428,0.973,12,0.027000000000000003
CT2020,Bronx,36005023200,2023200,3000,1.0,"3,000",1.0,0,0.0,0,0.0,3.28,777,0.259,"1,460",0.48700000000000004,695,0.23199999999999998,325,0.10800000000000001,317,0.106,43,0.013999999999999999,160,0.053,987,1.0,915,0.927,72,0.073
CT2020,Bronx,36005023301,2023301,4577,1.0,"4,268",0.932,309,0.068,0,0.0,2.87,"1,080",0.23600000000000002,"3,008",0.657,78,0.017,"1,310",0.28600000000000003,36,0.008,75,0.016,70,0.015,1547,1.0,"1,487",0.961,60,0.039
CT2020,Bronx,36005023302,2023302,3574,1.0,"3,501",0.98,73,0.02,0,0.0,3.26,900,0.252,"2,901",0.812,43,0.012,544,0.152,19,0.005,46,0.013000000000000001,21,0.006,1113,1.0,"1,075",0.966,38,0.034
CT2020,Bronx,36005023501,2023501,3570,1.0,"3,556",0.996,14,0.004,0,0.0,3.05,894,0.25,"2,915",0.8170000000000001,33,0.009000000000000001,517,0.145,14,0.004,38,0.011000000000000001,53,0.015,1199,1.0,"1,166",0.972,33,0.027999999999999997
CT2020,Bronx,36005023502,2023502,4417,1.0,"4,307",0.975,110,0.025,0,0.0,2.69,982,0.222,"3,339",0.7559999999999999,47,0.011000000000000001,836,0.18899999999999997,94,0.021,58,0.013000000000000001,43,0.01,1700,1.0,"1,603",0.943,97,0.057
CT2020,Bronx,36005023600,2023600,2204,1.0,"2,155",0.978,49,0.022000000000000002,11,0.005,3.16,566,0.257,"1,146",0.52,497,0.225,251,0.114,133,0.06,33,0.015,144,0.065,713,1.0,683,0.958,30,0.042
CT2020,Bronx,36005023702,2023702,1179,1.0,"1,075",0.912,104,0.08800000000000001,0,0.0,3.11,257,0.218,900,0.763,27,0.023,212,0.18,17,0.013999999999999999,15,0.013000000000000001,8,0.006999999999999999,361,1.0,346,0.958,15,0.042
CT2020,Bronx,36005023703,2023703,5086,1.0,"4,767",0.937,319,0.063,0,0.0,3.0,"1,325",0.261,"3,807",0.7490000000000001,141,0.027999999999999997,992,0.195,52,0.01,46,0.009000000000000001,48,0.009000000000000001,1644,1.0,"1,589",0.9670000000000001,55,0.033
CT2020,Bronx,36005023704,2023704,3970,1.0,"3,918",0.987,52,0.013000000000000001,0,0.0,2.93,"1,098",0.27699999999999997,"2,956",0.745,51,0.013000000000000001,827,0.20800000000000002,17,0.004,49,0.012,70,0.018000000000000002,1372,1.0,"1,336",0.9740000000000001,36,0.026000000000000002
CT2020,Bronx,36005023800,2023800,2750,1.0,"2,741",0.997,9,0.003,0,0.0,3.15,701,0.255,"1,425",0.518,655,0.23800000000000002,237,0.086,247,0.09,69,0.025,117,0.043,946,1.0,871,0.9209999999999999,75,0.079
CT2020,Bronx,36005023900,2023900,8213,1.0,"7,761",0.945,452,0.055,0,0.0,3.07,"2,366",0.28800000000000003,"6,331",0.7709999999999999,86,0.01,"1,500",0.183,155,0.019,64,0.008,77,0.009000000000000001,2641,1.0,"2,532",0.9590000000000001,109,0.040999999999999995
CT2020,Bronx,36005024000,2024000,4583,1.0,"4,524",0.987,59,0.013000000000000001,0,0.0,3.33,"1,286",0.281,"2,839",0.619,392,0.086,914,0.19899999999999998,203,0.044000000000000004,128,0.027999999999999997,107,0.023,1453,1.0,"1,359",0.935,94,0.065
CT2020,Bronx,36005024100,2024100,6331,1.0,"6,124",0.9670000000000001,207,0.033,0,0.0,2.97,"1,673",0.264,"4,078",0.644,100,0.016,"1,936",0.306,49,0.008,76,0.012,92,0.015,2174,1.0,"2,061",0.948,113,0.052000000000000005
CT2020,Bronx,36005024300,2024300,5577,1.0,"5,559",0.997,18,0.003,0,0.0,2.77,"1,298",0.233,"3,988",0.715,92,0.016,"1,266",0.22699999999999998,68,0.012,77,0.013999999999999999,86,0.015,2072,1.0,"2,004",0.9670000000000001,68,0.033
CT2020,Bronx,36005024400,2024400,2407,1.0,"2,407",1.0,0,0.0,0,0.0,2.8,546,0.22699999999999998,"1,051",0.43700000000000006,879,0.365,113,0.047,274,0.114,24,0.01,66,0.027000000000000003,925,1.0,861,0.9309999999999999,64,0.069
CT2020,Bronx,36005024501,2024501,5059,1.0,"4,864",0.961,195,0.039,63,0.012,2.96,"1,276",0.252,"3,917",0.774,76,0.015,923,0.182,26,0.005,45,0.009000000000000001,72,0.013999999999999999,1677,1.0,"1,641",0.9790000000000001,36,0.021
CT2020,Bronx,36005024502,2024502,3797,1.0,"3,790",0.998,7,0.002,0,0.0,3.17,994,0.262,"2,884",0.76,26,0.006999999999999999,787,0.207,27,0.006999999999999999,36,0.009000000000000001,37,0.01,1239,1.0,"1,197",0.966,42,0.034
CT2020,Bronx,36005024600,2024600,2297,1.0,"2,297",1.0,0,0.0,0,0.0,2.81,492,0.214,870,0.379,863,0.376,171,0.07400000000000001,313,0.136,24,0.01,56,0.024,867,1.0,818,0.943,49,0.057
CT2020,Bronx,36005024700,2024700,1921,1.0,"1,905",0.992,16,0.008,0,0.0,2.55,450,0.23399999999999999,923,0.48,53,0.027999999999999997,866,0.451,40,0.021,17,0.009000000000000001,22,0.011000000000000001,765,1.0,747,0.976,18,0.024
CT2020,Bronx,36005024800,2024800,3620,1.0,"3,284",0.907,336,0.09300000000000001,297,0.08199999999999999,2.61,682,0.188,"1,210",0.33399999999999996,"1,508",0.41700000000000004,302,0.083,488,0.135,28,0.008,84,0.023,1324,1.0,"1,258",0.95,66,0.05
CT2020,Bronx,36005024900,2024900,4,1.0,4,1.0,0,0.0,0,0.0,2.0,3,0.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,2,1.0,2,1.0,0,0.0
CT2020,Bronx,36005025000,2025000,2672,1.0,"2,656",0.9940000000000001,16,0.006,0,0.0,2.6,515,0.193,775,0.29,"1,397",0.523,48,0.018000000000000002,374,0.14,19,0.006999999999999999,59,0.022000000000000002,1083,1.0,"1,023",0.945,60,0.055
CT2020,Bronx,36005025100,2025100,6924,1.0,"6,912",0.998,12,0.002,0,0.0,3.1,"1,756",0.254,"4,714",0.6809999999999999,99,0.013999999999999999,"1,408",0.203,571,0.08199999999999999,45,0.006,87,0.013000000000000001,2310,1.0,"2,232",0.966,78,0.034
CT2020,Bronx,36005025200,2025200,2682,1.0,"2,682",1.0,0,0.0,0,0.0,2.71,579,0.21600000000000003,896,0.33399999999999996,"1,130",0.42100000000000004,196,0.073,371,0.138,44,0.016,45,0.017,1059,1.0,988,0.9329999999999999,71,0.067
CT2020,Bronx,36005025300,2025300,6234,1.0,"6,060",0.972,174,0.027999999999999997,0,0.0,3.13,"1,556",0.25,"4,756",0.763,100,0.016,"1,001",0.161,204,0.033,88,0.013999999999999999,85,0.013999999999999999,1999,1.0,"1,939",0.97,60,0.03
CT2020,Bronx,36005025400,2025400,2163,1.0,"2,157",0.997,6,0.003,0,0.0,2.54,425,0.196,749,0.34600000000000003,"1,018",0.47100000000000003,79,0.037000000000000005,213,0.098,60,0.027999999999999997,44,0.02,903,1.0,850,0.941,53,0.059000000000000004
CT2020,Bronx,36005025500,2025500,8092,1.0,"6,599",0.815,"1,493",0.185,0,0.0,3.03,"1,707",0.21100000000000002,"5,871",0.726,544,0.067,"1,245",0.154,274,0.034,67,0.008,91,0.011000000000000001,2257,1.0,"2,178",0.965,79,0.035
CT2020,Bronx,36005025600,2025600,1908,1.0,"1,855",0.972,53,0.027999999999999997,53,0.027999999999999997,2.74,363,0.19,922,0.483,466,0.244,241,0.126,193,0.10099999999999999,42,0.022000000000000002,44,0.023,713,1.0,676,0.948,37,0.052000000000000005
CT2020,Bronx,36005025700,2025700,1809,1.0,"1,809",1.0,0,0.0,0,0.0,2.68,359,0.198,"1,421",0.7859999999999999,47,0.026000000000000002,283,0.156,16,0.009000000000000001,22,0.012,20,0.011000000000000001,689,1.0,675,0.98,14,0.02
CT2020,Bronx,36005026100,2026100,2060,1.0,"2,009",0.975,51,0.025,0,0.0,1.95,253,0.12300000000000001,830,0.40299999999999997,140,0.068,937,0.455,79,0.038,20,0.01,54,0.026000000000000002,1113,1.0,"1,029",0.925,84,0.075
CT2020,Bronx,36005026300,2026300,6788,1.0,"6,167",0.909,621,0.091,600,0.08800000000000001,2.75,"1,412",0.20800000000000002,"5,440",0.8009999999999999,283,0.042,748,0.11,124,0.018000000000000002,88,0.013000000000000001,105,0.015,2350,1.0,"2,240",0.953,110,0.047
CT2020,Bronx,36005026400,2026400,5693,1.0,"5,687",0.9990000000000001,6,0.001,0,0.0,2.58,"1,127",0.198,"2,586",0.45399999999999996,"1,965",0.345,404,0.071,561,0.099,56,0.01,121,0.021,2288,1.0,"2,207",0.965,81,0.035
CT2020,Bronx,36005026500,2026500,7166,1.0,"6,997",0.976,169,0.024,54,0.008,3.15,"1,763",0.24600000000000002,"5,590",0.78,212,0.03,753,0.105,455,0.063,86,0.012,70,0.01,2248,1.0,"2,224",0.9890000000000001,24,0.011000000000000001
