borough,bin_no,house_no,street_name,job_no,zip_code,job_start_date,owners_business_type,non-profit,latitude,longitude
BROOKLYN,3429007,3410,FARRAGUT ROAD,321588215,11210,2022-05-18,INDIVIDUAL,N,40.636513,-73.943944
BROOKLYN,3121674,1457,FLATBUSH AVENUE,321827163,11210,2022-05-11,CORPORATION,N,40.634773,-73.949721
BROOKLYN,3122029,150,TERRACE PLACE,340796151,11218,2022-05-16,INDIVIDUAL,N,40.655274,-73.976642
BROOKLYN,3815647,2922,FULTON ST,322039888,11207,2022-05-12,CORPORATION,N,40.679221,-73.886894
BROOKLYN,3256553,842,LIBERTY AVE,321327863,11208,2022-06-03,INDIVIDUAL,N,40.677058,-73.878443
BROOKLYN,3428945,249,EVERGREEN AVENUE,321594501,11221,2022-05-12,CORPORATION,Y,40.695955,-73.926905
BROOKLYN,3429391,2054,57ST,321368694,11204,2022-01-06,INDIVIDUAL,N,40.620366,-73.979943
BROOKLYN,3071059,27,MONTROSE AVENUE,321595458,11206,2022-05-18,CORPORATION,N,40.706779,-73.94909
BROOKLYN,3428731,3408,FARRAGUT ROAD,321588297,11210,2022-05-18,INDIVIDUAL,N,40.63651,-73.943959
BROOKLYN,3180980,1615,CEDAR STREET,321649908,11230,2022-05-19,CORPORATION,N,40.617492,-73.95875
BROOKLYN,3205941,3120,GLENWOOD ROAD,321191900,11210,2022-05-25,CORPORATION,N,40.634068,-73.946533
BROOKLYN,3126551,1623,40 STREET,321295745,11218,2022-05-25,CORPORATION,N,40.635899,-73.979953
BROOKLYN,3428673,7608,4TH AVENUE,321981851,11209,2022-05-24,INDIVIDUAL,N,40.629961,-74.025431
BROOKLYN,3427246,533,THROOP AVENUE,321614945,11221,2019-03-01,INDIVIDUAL,N,40.683963,-73.941124
BROOKLYN,3205941,712,EAST 32 STREET,320910225,11210,2022-05-25,CORPORATION,N,40.633566,-73.945817
BROOKLYN,3058228,111,WILLOUGHBY STREET,321592200,11201,2022-05-25,CORPORATION,Y,40.69214,-73.984628
BROOKLYN,3429404,361,MACON STREET,320515527,11233,2017-05-26,CORPORATION,N,40.68255,-73.93694
BROOKLYN,3037411,1233,EASTERN PARKWAY,321992475,11213,2022-05-25,CORPORATION,N,40.668606,-73.927361
BROOKLYN,3057715,1118,FULTON STREET,322027365,11238,2022-05-26,PARTNERSHIP,N,40.681258,-73.956298
BROOKLYN,3428592,86,STARR ST,321758139,11237,2022-05-27,INDIVIDUAL,N,40.702067,-73.926105
BROOKLYN,3428786,517,SARATOGA AVENUE,321599597,11212,2022-05-31,CORPORATION,N,40.667987,-73.917109
BROOKLYN,3049489,124,PULASKI STREET,321941217,11206,2022-05-31,INDIVIDUAL,N,40.692642,-73.946778
BROOKLYN,3252082,519,SARATOGA AVENUE,321588171,11212,2022-05-31,CORPORATION,N,40.667952,-73.917102
BROOKLYN,3428672,5012,20 AVENUE,322006342,11204,2022-06-23,INDIVIDUAL,N,40.624834,-73.977236
BROOKLYN,3427260,134,BLAKE AVENUE,321588849,11212,2021-01-23,CORPORATION,N,40.664859,-73.914821
BROOKLYN,3065108,171,CALYER STREET,321593806,11222,2022-06-01,CORPORATION,N,40.727926,-73.953923
BROOKLYN,3429084,624,METROPOLITAN AVENUE,321386380,11211,2022-06-01,CORPORATION,N,40.714156,-73.948301
BROOKLYN,3428817,268,BARBEY STREET,321594137,11207,2022-06-02,CORPORATION,N,40.676365,-73.888452
BROOKLYN,3428686,61,EAST 53 STREET,322061362,11203,2022-06-02,CORPORATION,N,40.658937,-73.928211
BROOKLYN,3423993,680,BALTIC STREET,321191410,11217,2022-06-08,CORPORATION,N,40.67962,-73.978447
BROOKLYN,3428709,1298,NEW YORK AVENUE,321588233,11203,2022-06-03,INDIVIDUAL,N,40.641545,-73.94568
BROOKLYN,3064267,122,HURON STREET,321477754,11222,2022-06-09,PARTNERSHIP,N,40.732846,-73.9566
BROOKLYN,3429208,9,CHAPEL STREET,321599515,11201,2022-06-06,CORPORATION,N,40.69727,-73.986512
BROOKLYN,3084226,303,POWELL STREET,321385014,11212,2022-06-06,CORPORATION,N,40.667082,-73.903301
BROOKLYN,3047923,31,SUMPTER ST,321925707,11233,2022-06-06,PARTNERSHIP,N,40.679299,-73.926174
BROOKLYN,3428912,402,MOTHER GASTON BOULEVARD,321590382,11212,2022-06-06,CORPORATION,N,40.669357,-73.90678
BROOKLYN,3428908,4622,FORT HAMILTON PARKWAY,321591817,11219,2022-06-07,PARTNERSHIP,N,40.639669,-73.995737
BROOKLYN,3018991,126,5TH AVENUE,321191394,11217,2022-06-08,CORPORATION,N,40.679132,-73.978635
BROOKLYN,3424505,99,LOTT AVE,321193551,11212,2022-06-08,INDIVIDUAL,N,40.657599,-73.910105
BROOKLYN,3424504,101,LOTT AVE,321193560,11212,2022-06-08,INDIVIDUAL,N,40.65761,-73.910044
BROOKLYN,3428839,1595,NEW YORK AVENUE,321588572,11210,2022-06-09,INDIVIDUAL,N,40.633579,-73.944804
BROOKLYN,3428953,1634,FLATBUSH AVENUE,321592344,11210,2022-06-09,CORPORATION,N,40.630587,-73.945307
BROOKLYN,3108072,840,NEW YORK AVE,321592558,11203,2022-06-09,PARTNERSHIP,N,40.653296,-73.946936
BROOKLYN,3326346,138,SCHAEFER ST,321589857,11207,2022-06-09,PARTNERSHIP,N,40.688243,-73.909224
BROOKLYN,3049353,173,TOMPKINS AVENUE,321592683,11206,2022-06-09,CORPORATION,N,40.693325,-73.945887
BROOKLYN,3429414,62,MARTENSE STREET,321189423,11226,2022-03-28,CORPORATION,N,40.65131,-73.956909
BROOKLYN,3335987,76,CONGRESS STREET,322040732,11201,2022-06-09,CORPORATION,N,40.689495,-73.999924
BROOKLYN,3010919,342,43 ST,340769083,11232,2022-06-14,INDIVIDUAL,N,40.651016,-74.009554
BROOKLYN,3817430,514,HALSEY STREET,321183214,11233,2022-06-14,INDIVIDUAL,N,40.683646,-73.933791
BROOKLYN,3428670,1453,SUTTER AVENUE,321385513,11208,2022-06-10,PARTNERSHIP,N,40.673915,-73.86418
